cau_goc,nhan
"Test đủ các thứ thì thấy pin trâu, chơi liên quân cấu hình trung bình 1 trận 15 phút chỉ mất 3-4% pin, đúng là bá đạo, test sạc nhanh thì hơi lâu hơn công bố, tầm 70 phút mới dc 100% chứ k phải 60' như quảng cáo, về phần giữ pin thì rất kinh ngạc, 7h rút sạc pin 100% ko sử dụng đến 15h30 vẫn 100% nên lên cmt cho ae bik. Riêng về mặt chấm điểm thì ko đúng vs mấy video trên mạng, GPU test chỉ dc hơn 750k điểm, AnTutu chỉ hơn 320k, ko bik có vấn đề gì ko. ",1
Beautyful,1
Nhân viên giao hàng nhiệt tình,1
Tốt.  Hàng ổn.  Chờ thời gian xem bền ko. Cho shop 5 sao.  Các bn nên mua,1
Ok,1
máy cũng khá ngon chạy khá mượt camera thì quá tuyệt ,1
Xài ok chỉ mỗi pin mao hết ...hok xài cũng tụt..so với s8+mình xài lúc trước thì thua xa....hy vong sớm đx khắc phục,0
Máy dùng rất tốt,1
giá cả hơi đắt và hầu như không có khuyến mãi gì.,0
"thanks c vì order mà hàng về siêu nhanh, đồ siêu đẹp, đóng gói của cẩn thận nữa. Sẽ tiếp tục ủng hộ",1
máy đẹp hơn số với quảng cáo. đa,1
Hiện tại vẫn chưa thấy ok mới mua đuợc 1 tuần mà nay đã bị hỏg sạc ròi pin cũng xuống rất nhanh,0
"Mới nhận hàng xong.Giao hàng lâu. Mọi người ko nên sử dụng J&T express giao hàng nhé,lâu lắm.",1
Máy dùng ổn chỉ có điều chơi liên quân ko mượt lag giật liên tục xảy ra,0
"Điện thoại rất đẹp, mọi chức năng đều ok, shop đóng gói kỹ lưỡng. Rất hài lòng. ",1
"Quá chán với cái vân tay, dùng 10 ngày mời mở dc 2 lần vân tay, đây có dc gọi là lỗi k",0
Sản phẩm ko dùng được sóng quá yếu ,0
- chị chủ shop nhiệt tình lắm ạ ... máy dùng mượt + camera xinh lắm nhaa ,1
Dùng máy rất okiii đẹp và lướt êm lắm,1
"Quá tệ, Xài rồi mới biết. Delay liên tục, mới mua ngày 4/11/2019, giá 4.990.000 đ, xài được mấy ngày, chưa được 1 tuần, độ bền, tuột xuống còn 92% ( phần mềm kiểm tra từ hệ thống máy ). mình trả lại máy, chấp nhận mất 1.000.000. Chưa kể, khi các bạn bấm vào icon để move hoặc xóa ứng dụng, cái font chữ ngoằn nghèo thấy ghê! Duy - 0907.487.242",0
Hang ok,1
K cập nhật thì chơi liên quân k bị thoát cập nhật xong lại bị lỗi k hiểu chả hiểu tại sao quá nản,0
"sạc pin lâu, dù đổi củ sạc 2A thay cho sạc 1A tặng kèm vẫn rất lâu (chắc để im sạc mất 4-5 tiếng). Pin sẽ tụt nhanh",0
Ok,1
Đây là một trong số rất ít những shop trên shoppee bán phone hàng zin. rất chất lượng gửi hàng rất nhanh. Thanks!!,1
Chưa xài điện thoại nên chưa biết máy ra sao? Nhưng shop vẫn được mình cho 5 sao.,1
"Máy lắc, đơ, xuất hiện nhiều chữ trung quốc",0
Tới mới mua được một tuần cái gì cũng ổn có cái bất 4g quá kém sai lầm mua con này,0
Em mới mua hôm qua sài tạm ổn anh chị nhân viên rất chu đáo phụ vụ tận tình nhưng mà máy em tối qua 76% em tắt màn hình ròi để qua đêm thì sáng mở ra còn 53% hơi thất vọng về pin ạ ,0
So Good Quality and Good price. Tôi vẫn đang chờ đợi loa bluetooth quà tặng.,1
"sản phẩm tốt , tuy có giao trễ hơn dự kiến vài hôm.",1
mạng 4g choi game lien quan giât quài .,0
Nên ủng hộ shop nhé mọi người ,1
Loạn cảm ứng bàn phím nhắn tin từ này thì ra từ khác chíp 660 còn thua 450 hối hận khi mua máy,0
Giao hàng siêu nhanh đóng gói cẩn thận Giao hàng siêu nhanh đóng gói cẩn thận,1
"Máy bao giật lag khi chơi game, vào youtube có khi quay 10 phút chưa vào được, pin mau hết vãi ra máy này dùng nt thì được chứ game hay làm gì cần tốc độ mạng mạnh thì ko nên mua ",0
Pin kém. Sụt nhanh hơn sơ với đánh giá 4000mAh. Dù xài wifi liên tục thì pin sụt giống kiểu dùng mạng đi dộng. Khá lo lắng,0
"Giá tốt, hàng đúng mới nguyên seal chưa active",1
Mình nhận được hàng rồi nhé shop. Máy qua sử dụng mà còn mới và đẹp lắm. Cảm ơn shop nhiệt tình tư vấn nhé 😘😘😘,1
"Hình như toàn seri Oppo f11 đều bị lỗi ở loa , khi vào YouTube nghe nhạc loa phát ra lúc lớn lúc bé rất khó chịu",0
Uy tín là hi vọng,1
"Điện thoại chuẩn đẹp ngoài sức tưởng tượng..em shop tư vấn rất nhiệt tình và vui vẻ..máy còn mới không 1 vết trầy luôn,các bạn còn lăn tăn sợ thì hãy mua ngay nhé..shop bán hàg uy tín và chất lượng😍😍",1
"Mới mua hôm qua, xài cũng tầm tạm,, face thì hay bị lỗi, vào máy tính thì tính tao lao không xài được. Chưa có rảnh để khám phá hết, chưa biết con gì bị lỗi không
",0
"Hàng đẹp , pin còn 93% . Shop bán hàng uy tín ",1
nhận hàng máy hết sạch pin. sạc cả 30p mà vẫn ko lên nguồn . điện thoại đểu thế shop ơi,0
Giao hàng đúng như mô tả.,1
"Giống mô tả, hàng ok ",1
"Máy rất đẹp và quyến rũ, mua ko phụ kiện mà vẫn được tặng ốp và dán cường lực free, shop chu đáo thật. Máy mpcs thì ổn định, ko thấy lỗi gì, tất cả các thao tác đều nhanh và rất mượt.",1
"Được cái pin trâu, Máy chơi gì mà lúc out, lúc đứng hình muốn bực cái máy. Lỗi quá nhiều
",0
"Redmi Note 7 cấu hình ổn so với tầm giá, chỉ điều không thích là Pin LiPo, Pin này nhanh chai hơn Pin Lion nhiều, Pin LiPo tuổi thọ khoảng 500 lần sạc, Còn Pin Lion sạc được gấp đôi 1000 lần sạc là chai Pin, Anh em Nào chơi game Sạc nhiều ngày 2 lần thì 1 năm máy Redmi Note 7 chai Pin me nó rồi, Anh em nên chọn mua máy Pin Lion như Mi A2 hay Realme 3 Vs Sam Sung A30 là chiến game ngon nhất 😎😎😎",0
Máy e mới mua hôm 10/6 để qua đêm mất 5% pin có phải lỗi không vậy ạ ?? Trong khi đó máy e chưa lắp sim mua về vẫn nguyên và không bật mạng wifi tắt tất cả ứng dụng ngầm mà tụt 5% pin là sao vậy ạ ?? Từ 92% sáng hôm sau suống 87%,0
"Đt đẹp , nhẹ , giao hàng nhanh, nguyên hộp có sạc , loa to nhưng hơi rè , nên mua.",1
Đợi hàng 9 ngày mà nhận đc sp thì bụi quá. Mà đag dùg thì thấy ngon chưa lỗi gì,1
"Sp tốt với giá tiền, mỗi tội chưa hài lòng pin hơi bị móp, còn về độ bền theo tgian mới nhận xét được.",1
Mua máy này về chủ yếu Sài zalo với fb thôi. Mà mạng Wifi 24/24 điện thoại khác nhắn tin qua vẫn không nhận được. Khi nào mở máy lên vào ứng dụng mới nhận được là sao . Chỉ gọi dc như điện thoại bấm . Khi nào mở mái lên thì mới xài dc thui. Còn nếu tắt thì ai nhắn tin zalo. Fb cũng k biết . ,0
Ok! Điện thoại tốt trong tầm giá...,1
giao hàng quá lâu.,0
"sản phẩm tuyệt vời rom tiếng việt rất chuẩn 4g sóng sánh ổn định android 8.0 phụ kiện ốp lưng, sạc và cáp",1
Xem video trên fb đôi khi chỉ nghe âm thanh k thấy hình.còn lúc đang màn hình đứng quay ngang vẫn hiện tượng có tiếng còn hình ảnh 1 màn hình trắng.quá lỗi. nhận dạng vân tay quá tệ.nhìn chung bỏ gần 9tr mua dt mà k được như kỳ vọng.mình đánh giá thấp dt này.,0
"Chơi game nó nóng như đem nấu đầu bên camera
Không hiểu phải lỗi thật ko! Nếu lỗi có được bảo hành ko vậy ad",0
"Săn được giá sale nên không đòi hỏi gì nữa, máy dùng khá ok, máy nguyên seal, shop uy tín, giao hàng khá nhanh, đóng gói chắc chắn ạ! Cho 5 sao.",1
"tệ hại hơi thất vọng, để trưng thì dc chứ để dt tắt màn hình lâu rồi xài 2 chức năng đó ko hề đc.",0
"mình nói một điều thật lòng , shop rất nhiệt tình , giao hàng nhanh . đóng gói cẩn thận , tuy rằng khong bảo hành màn hình , nguồn nhưng với giá như vậy thì không đòi hỏi nhiều được. sau 2 ngày thử thì thấy sản phẩm tốt , đẹp về thiết kế ,tuy cũng có nhược điểm là camera chụp không đẹp , mau hết pin, nhung bù lại chạy ứng dụng rất mượt mà .kết lại là cách phục vụ của shóp rất ok.mình sẽ ủng hộ nữa ",1
"Máy sài mạng kém, chậm và lác, chơi game thì được tháng đầu chơi mượt qua tháng thì bắt mạng ko nỗi vô game có khi không được hoặc lag và chậm
",0
"E mới mua đc 5 ngày mà sao nó bắt 4G yếu sao ấy, chơi game thì hơi lag, bật Mic lên nói thì ko chơi đc luôn, xem YouTube thì 1 hồi nó mới ổn định, mạng cứ xoay vòng.. cũng 1 nhà mạng sao con ss nó chạy vèo vèo, còn ip nó chán lắm, ko biết là do dòng ip nó bắt 3G,4G yếu yếu vậy?? ",0
"Có ai xài thấy cam sau chụp bị mờ , ko nét ko tươi ko ạ ???.",0
"Bắt sóng yếu vãi nồi, tại nhà và cty sử dụng đt trước đó bắt ngon, chuyển qua m20 này sóng tệ thấy rõ, ngoài ra còn không dò được wifi băng tầng cao. Đúng là giá nào của đó, ae nào trước khi mua m20 nên tham khảo kỹ",0
"Đã nhận hàng, giao hàng chuyên nghiệp, hàng rất tốt, shop uy tín tốt 👍",1
"Máy tương đối đẹp, hơi trầy chút xiu ở cạnh viền, máy 96% mà vậy thì 99% chắc đẹp lắm đó ạ, chưa thấy có lỗi gì. ",1
Hàng ok. Nhưng vì shop hứa tặng cường lực nhưng ko tặng. Nên trừ bớt 2 sao.,0
"Đã dùng 3 tháng thấy quá tệ. Vân tay quá kém, cứ có cuộc gọi là mất 4g, phải khởi động lại máy mới lại có. Thi thoảng máy bị đơ. Nói chung là chán thà dùng máy tầu còn hơn. Xong lần này tạm biệt sam sung luôn ",0
"Máy ok ko một vết trầy ,mình rất thích ,mình sẽ tiết tục ủng hộ shop ",1
Ok nha sp ok lắm ạ kiki tất cả đều mới đáng để mua kk,1
Hiện tại  mình đang dùng note8 thấy bàn phím samsung dùng rất khó chịu bởi khoảng cách các phím số quá hẹp nên đánh chữ toàn bị dính sang phím cạnh nhau,0
"Máy thường xuyên bị trắng hoặc đen màn hình dù wifi mạnh. Chạm tay 2 lần màn hình cũng sáng lên chậm, add chỉ cách chỉnh giúp mình",0
"quá tệ! mình vừa mua, xài chưa đầy 12h. hết sạch pin và tắt nguồn luôn. đề nghĩ samsung xem lại chất lượng. cũng như các đơn vị bán hàng check kỹ chất lượng sản phẩm trước khi nhập về bán. tôi muốn đổi máy khác. yêu cầu thế giới đi động xem xét giải quyết",0
máy a10s ko dùng được smart witch . lên ch play tải và tìm ko thấy ứng dụng. Em đã dùng apksure tải về cài thì báo ứng dụng chờ chưa cài đặt được.,0
Rat tot,1
"Cấu hình yếu,được cái chụp hình...mọi người cân nhắc trước khi mua...riêng mình chờ ra nova 4...",0
Giao nhanh đẹp chính hãng,1
"Thật không hăi lòng,giao may cũ va pin bi phù.",0
"Shop tư vấn, hỗ trợ rất nhiệt tình! ",1
Máy ngon,1
Máy đẹp giá cao,1
"Hàng hịn và đẹp, mượt, loa to sóng khỏe vv và vv... Chúc shop ngày càng đắt hàng với nhiều sản phẩm chất lượng như vậy 😚😚😚",1
"Mình mua về dùng 2 ngày thấy máy ok nhưng pin tụt nhanh, cảm biến vân tay hơi chậm",0
"Điện thoại tệ nhất mình từng mua, giật lag tung chảo. , mặc dù mình không hề cài ứng dụng gì cả",0
"Máy như trong hình tốt,pin khỏe",1
"Nhận xét sau 2 tháng dùng máy, máy dùng ở mức bình thường, k có sạc nhanh, pin 5000 nhưng cũng k trâu lắm, màn hình k được nét, máy thuộc tầm trung, k mượt lắm mặc dù k chơi game...",0
Mới sài được 1 cày. Cảm giác mọi thứ đều OK. Trừ cái máy ảnh. Chụp quá xấu.nó cứ mờ mờ còn thua cái F3 lúc trước sài. Không bk đây là do lỗi máy hay là mặc định máy nào cũng v. Nếu mặc định thì tệ quá...,0
Dùng rất ok Giá cả sale hợp lý  Giao hàng nhanh  Hàng nguyên seal Mình xem hìn như là mình mua đầu tiên,1
đã nhận được hàng  hàng đóng gói sản phẩm phẩm kĩ chờ xem thế nào đã,1
cảm ơn bạn đã ủng hộ shop ạ,1
"Pin ổn nhưng dùng sau vài tháng thì máy rất tệ, dễ bụ sọc màn hình gây khó chịu, RAM 2GB nhưng xử lý rất kém gây nhiều hiện tượng giật lag, sau vài phút sử dụng loạn cảm ứng, bắt sóng 3G wifi yếu",0
Cảm ứng độ nhạy quá tệ. dù đã dùng chức năng tăng độ nhạy.chơi game di chuyển hay bị đứng lại. phải dùng tay vuốt lại mới di chuyển dk,0
mấy ok,1
Máy e mới mua hôm 10/6 để qua đêm mất 5% pin có phải lỗi không vậy ạ ?? Trong khi đó máy e chưa lắp sim mua về vẫn nguyên và không bật mạng wifi tắt tất cả ứng dụng ngầm mà tụt 5% pin là sao vậy ạ ?? Từ 92% sáng hôm sau suống 87%,0
"Máy tính của điện thoại không dùng được
Camera sau lúc chụp phóng to thì hình bị nhòe",0
"Sản phẩm ok,nguyên seal.",1
"Sản phẩm thì không được như thông tin. Máy 4 sim mà chỉ 2 khe nhận sim  ( khe 1 và khe 4 )  Pin lắp vào rỗng, động vào là tắt nguồn, phải chiêm mới cố định pin  Mong nhận được giải đáp ",0
đẹp,1
pin hao nhanh,0
hỗ trợ nhiệt tình. máy đẹp. ổn. ,1
Thấy nhiều người bảo A70 pin hao nhanh. Cái này quá chuẩn luôn. Mình xài fb vs yt xíu mà hao kinh game thì ít có chơi. Pin 4500 mà bị hao nhanh thì cũng z . ,0
"chức năng bluetooth panert hơi bất tiện , coi phim hay nhac mà củng phát qua điện thoại coolpad ",0
San phẩm ok ,1
"Máy đẹp như mới, sài mượt, màn đẹp",1
"Shop giao đúng màu, chất lượng sản phẩm đúng. Như quảng cáo. Hài lòng",1
"em mua được 1 tuần rồi, mọi thứ đều ổn trừ pin ko dùn cũng nhanh tuột, để k cũng tuột
",0
"Hàng đã qua sử dụng, màn hình điện thoại đã bị thay, pin sử dụng nhanh hết chỉ được khoảng 3 tiếng",0
Shop gui cho qua man hinh bj vo,0
Máy ngon. Chụp ảnh đẹp.,1
Sản phẩm tốt mỗi tội bị ố màn nhưng cũng đúng vs giá Tiền,1
"sản phẩm đẹp, mới , gói hàng chắc chắn , cảm ơn shop nhiều ạ.",1
rat oke,1
loa rè gửi không đúng mầu,0
"Máy nóng kinh khủng,pin 4k mà chỉ như 3k,sạc lâu rất tệ",0
"Chất lượng sản phẩm tuyệt vời,shop phục vụ rất tốt,thời gian giao hàng nhanh,rất đáng tiền",1
rơi cái hư luôn k nghe đk,0
Sản phẩm chính hãng dùng ok,1
"gói hàng bên ngoài bằng bìs catong rất kĩ nhưbg mở ra thì hộp dthoai móp hết r,nhân hàng đã mấy ngày r,nay mới mở ra xem máy nhấn nguồn k thấy màn hình sáng  đi cắm sạc thì thấy k vào pin buồn hết sức",0
nó bị liệt bàn phím,0
"311k ko đòi hỏi nhiều , quá tốt so với tầm giá, cho 5 sao",1
